,premise,hypothesis,label
179933,총기와 선거자금에 대해 그는 개혁을 정부의 통제라고 정의했다,그는 총기와 선거자금에 대한 개혁을 지지하는 사람이다.,contradiction
178396,그래 오 정말 깔끔해,저렇게 되다니 멋지다.,entailment
216480,그래 오 정말 깔끔해,그건 전혀 멋지지 않아.,contradiction
307829,그래 오 정말 깔끔해,너무 깔끔해서 깔끔할 뿐이야.,neutral
92604,장기적으로 GDP의 3는 인구가 고령화됨에 따라 쉽지 않을 것이다,단기적으로 GDP의 12%는 인구가 고령화됨에 따라 쉬울 것이다.,contradiction
98373,장기적으로 GDP의 3는 인구가 고령화됨에 따라 쉽지 않을 것이다,인구가 더 많이 쓴다면 GDP가 개선될 수도 있다.,neutral
159591,장기적으로 GDP의 3는 인구가 고령화됨에 따라 쉽지 않을 것이다,GDP의 3%는 인구가 고령화됨에 따라 유지하기 어렵다.,entailment
71035,그래 좀 지글지글해 그래 사실이야,그것은 약간 흐릿해진다.,entailment
129445,그래 좀 지글지글해 그래 사실이야,그것은 상황을 복잡하게 만드는 회색 영역을 가지고 있다.,neutral
156703,그래 좀 지글지글해 그래 사실이야,그 행동에는 정당성이 없다.,contradiction
54850,현대적이고 효과적인 성과 관리 전략 없이는 이러한 연계를 결코 달성할 수 없을 것이다,이러한 연계는 현대의 성과관리 전략에도 불구하고 결코 달성될 수 없다.,contradiction
99913,현대적이고 효과적인 성과 관리 전략 없이는 이러한 연계를 결코 달성할 수 없을 것이다,이러한 연계를 달성하기 위해서는 효과적인 성과관리 전략이 중요하다.,entailment
385042,현대적이고 효과적인 성과 관리 전략 없이는 이러한 연계를 결코 달성할 수 없을 것이다,현대적이고 효과적인 성과관리 전략은 이러한 연계를 달성할 수 있도록 보장할 수 있다.,neutral
130862,문제는 그것이 효과가 없었다는 것이다,"효과가 없었어, 그게 문제야.",entailment
168864,문제는 그것이 효과가 없었다는 것이다,효과가 있었다.,contradiction
218675,문제는 그것이 효과가 없었다는 것이다,"그 법안은 효과가 없었어, 그게 문제야.",neutral
56721,이것은 정보가 나오면 더 행복해질 것이라는 것을 의미하는가,"이 상황에서 발표, 발표 또는 공개할 사실이나 스캔들은 없습니다.",contradiction
77546,이것은 정보가 나오면 더 행복해질 것이라는 것을 의미하는가,이 정보는 특히 Emily the Dragon의 게임 캐릭터 컴백을 위한 소프트웨어 개발과 관련하여 회사 비밀의 손실로 이어질 것입니다.,neutral
86165,이것은 정보가 나오면 더 행복해질 것이라는 것을 의미하는가,특정 사실에 대한 지식의 공개가 기분 좋은 후유증을 만들 것인가에 대한 질문이 제기되었다.,entailment
111125,그녀의 기억은 100년을 거슬러 올라간다,그녀는 아무것도 기억하지 못한다.,contradiction
215238,그녀의 기억은 100년을 거슬러 올라간다,그녀는 수십 년 전의 일들을 기억한다.,entailment
351250,그녀의 기억은 100년을 거슬러 올라간다,그녀는 지난 세기의 끔찍한 사건들을 기억한다.,neutral
86804,나는 침착함을 유지하는 데 집중했다,"나는 침착하려고 노력했지만, 특히 내 주위의 모든 소음과 함께 하기가 매우 어려웠다.",neutral
337224,나는 침착함을 유지하는 데 집중했다,침착하는 것은 절대 불가능했기 때문에 나는 포기했다.,contradiction
344693,나는 침착함을 유지하는 데 집중했다,나는 침착함을 유지하는 데 집중했다.,entailment
86937,1968년에서 10분 사이에 미국 국기를 신성한 상징에서 직물 패턴으로 변형시킨 일이 일어났다,"깃발은 신성한 상징이며, 그 깃발은 결코 변하지 않았다.",contradiction
150813,1968년에서 10분 사이에 미국 국기를 신성한 상징에서 직물 패턴으로 변형시킨 일이 일어났다,10분에서 1969년 사이에 국기를 단순한 천으로 바꾼 일이 있었다.,entailment
317416,1968년에서 10분 사이에 미국 국기를 신성한 상징에서 직물 패턴으로 변형시킨 일이 일어났다,깃발을 단지 천으로 바꾼 것은 히피였다.,neutral
97411,사람들은 판단되고 차례로 다른 사람들을 그들의 외모로 판단한다,보통 심판을 받은 사람들은 다른 사람들을 판단하지 않는다.,contradiction
249435,사람들은 판단되고 차례로 다른 사람들을 그들의 외모로 판단한다,어떤 사람들은 자기 자신보다 다른 사람들을 더 가혹하게 판단한다.,neutral
311521,사람들은 판단되고 차례로 다른 사람들을 그들의 외모로 판단한다,판단은 양쪽으로 가는 것이다.,entailment
85022,위층에 있어,계단을 올라가라.,entailment
244479,위층에 있어,2층 위로.,neutral
268916,위층에 있어,아래층.,contradiction
80943,그리고 그것은 버티고 있습니다,그것은 버티고 있는 것이다.,entailment
227109,그리고 그것은 버티고 있습니다,벽지를 받쳐준다.,neutral
294791,그리고 그것은 버티고 있습니다,그것은 어떤 것에 의해서도 억제되지 않는다.,contradiction
130545,그것은 땅속에서 떨렸다,그것은 땅 위에서 떨리고 있었다.,entailment
136509,그것은 땅속에서 떨렸다,"그것이 땅 위에서 떨리는 동안, 그것은 또한 훌쩍거렸다.",neutral
384172,그것은 땅속에서 떨렸다,그것은 땅에 힘을 모았다.,contradiction
64115,저것들이 우리를 사로잡는 것입니다,"그런 일들은 우리에게 불리하게 작용하고, 그것이 하는 모든 일은 장기적으로 문제를 일으킨다.",neutral
82808,저것들이 우리를 사로잡는 것입니다,어떤 것도 나나 다른 사람을 괴롭히지 않는다.,contradiction
305144,저것들이 우리를 사로잡는 것입니다,그런 것들이 우리에게 다가온다.,entailment
178701,하지만 지금은 움직일 수가 없었다,지금은 움직일 수가 없었다.,entailment
190784,하지만 지금은 움직일 수가 없었다,트럼프가 대통령이라는 깨달음에 아연실색했다.,neutral
371605,하지만 지금은 움직일 수가 없었다,나는 당분간 내 몸의 모든 부분을 움직일 수 있었다.,contradiction
169816,이 회사들에는 33달러의 통신 회사가 포함되어 있었다,35달러 미만의 통신회사가 그 회사들 중 하나이다.,entailment
181569,이 회사들에는 33달러의 통신 회사가 포함되어 있었다,그 통신 회사는 작년 안에 파산을 선언했다.,neutral
290403,이 회사들에는 33달러의 통신 회사가 포함되어 있었다,통신 회사도 포함되지 않았다.,contradiction
125773,신문은 웃음은 돈이 들지 않지만 그것을 번쩍이는 자와 보는 자에게는 그 순간이 밝아진다고 선언했다,그 신문은 미소는 적어도 100달러가 들며 그것을 보는 누구에게도 이익이 되지 않는다고 말했다.,contradiction
221188,신문은 웃음은 돈이 들지 않지만 그것을 번쩍이는 자와 보는 자에게는 그 순간이 밝아진다고 선언했다,이 신문은 앤드류 잭슨의 이 인용문을 지난 목요일 발행된 기사에서 사용했다.,neutral
304479,신문은 웃음은 돈이 들지 않지만 그것을 번쩍이는 자와 보는 자에게는 그 순간이 밝아진다고 선언했다,웃는 데는 아무런 비용이 들지 않지만 그것을 보는 사람들에게 긍정적인 영향을 미친다.,entailment
122174,맥주는 여전히 여기서 전통적인 방법으로 양조되고 있다,그 지역에는 맥주 양조업자와 상인들이 몇 명 있다.,neutral
310320,맥주는 여전히 여기서 전통적인 방법으로 양조되고 있다,맥주를 끓이는 전통은 대대로 전해졌다.,entailment
339600,맥주는 여전히 여기서 전통적인 방법으로 양조되고 있다,현지인들이 아는 술은 위스키뿐이다.,contradiction
134909,그들은 많은 수의 살을 먹는 도적들에게 위협을 받고 있다,살찌는 도적들이 그들을 위협하고 있다.,entailment
166571,그들은 많은 수의 살을 먹는 도적들에게 위협을 받고 있다,그들은 살을 먹는 도적들을 위해 팔을 벌리고 서 있다.,contradiction
196587,그들은 많은 수의 살을 먹는 도적들에게 위협을 받고 있다,살찌는 도적들이 잡아먹겠다고 외치며 위협하고 있다.,neutral
8791,교회의 그림 컬렉션에는 초기 고야가 포함되어 있다,고야는 교회의 주요 명소이다.,neutral
179604,교회의 그림 컬렉션에는 초기 고야가 포함되어 있다,교회에서 그림을 많이 찾을 수도 있지만 고야의 그림은 하나도 없다.,contradiction
333463,교회의 그림 컬렉션에는 초기 고야가 포함되어 있다,교회에서 초기 고야 그림을 찾을 수 있다.,entailment
133535,다음은 보고할 수 있는 사항의 예다,다음 예는 보고할 수 있습니다.,entailment
175932,다음은 보고할 수 있는 사항의 예다,내가 제시한 다음 예는 아마도 기관에 보고할 수 있을 것이다.,neutral
222410,다음은 보고할 수 있는 사항의 예다,이 예들은 어떤 것도 보고할 수 없다.,contradiction
68673,대칭이라니,모든 것이 고르게 정돈되어 있었다.,neutral
226167,대칭이라니,얼마나 비대칭적인가.,contradiction
332903,대칭이라니,대칭이라니!,entailment
69785,물의 종류는 5절 시설 및 장비에서 논의된다,제5절에서는 수질오염의 가능한 원인에 대해 논의한다.,neutral
85014,물의 종류는 5절 시설 및 장비에서 논의된다,5절은 말 그대로 물에 대한 언급을 하지 않는다.,contradiction
248866,같은 시설에 위치한 스포츠 바의 경우 아래 마르게리타빌 참조 ,마라그리타빌에는 스포츠 바가 있다.,entailment
347059,같은 시설에 위치한 스포츠 바의 경우 아래 마르게리타빌 참조 ,마라그리타빌에는 TV가 많은 스포츠바가 있다.,neutral
352305,같은 시설에 위치한 스포츠 바의 경우 아래 마르게리타빌 참조 ,스포츠 바는 없다.,contradiction
122428,터펜스는 익숙한 어깨를 흔들었다,터펜스는 어깨를 위아래로 움직였다.,entailment
212846,터펜스는 익숙한 어깨를 흔들었다,터펜스는 꼼짝도 않고 서서 근육도 움직이지 않았다.,contradiction
301669,터펜스는 익숙한 어깨를 흔들었다,터펜스는 팔도 앞뒤로 움직였다.,neutral
142925,아니 아직 우리는 결혼한지 2년밖에 되지 않았다,우리는 지금까지 아주 행복한 결혼생활을 했다.,neutral
365850,아니 아직 우리는 결혼한지 2년밖에 되지 않았다,우리의 5주년 기념일이 다음 주에 다가온다.,contradiction
14040,기업과 개인에 대한 세율입니다,일부 기업과 개인은 세금이 면제된다.,neutral
236648,기업과 개인에 대한 세율입니다,기업과 개인 모두 세금을 내야 한다.,entailment
305903,기업과 개인에 대한 세율입니다,세금은 누구에게도 부과되지 않는다.,contradiction
9268,글씨가 벽에 붙어 있다,벽에는 글씨가 없다.,contradiction
271799,글씨가 벽에 붙어 있다,벽에 글씨가 쓰여 있다.,entailment
354080,글씨가 벽에 붙어 있다,누군가가 벽에 글을 썼고 지금은 벽에 글을 쓰고 있다.,neutral
85473,라나와 그녀의 가족은 브랜든에게 문제가 오고 있다고 경고하지 않아 비난을 받아왔다,라나와 그녀의 가족은 문제가 오고 있다는 것을 알고 있었다.,entailment
170765,라나와 그녀의 가족은 브랜든에게 문제가 오고 있다고 경고하지 않아 비난을 받아왔다,라나와 그녀의 가족은 브랜든에게 경고하지 않은 것에 대해 미안하다.,neutral
349910,라나와 그녀의 가족은 브랜든에게 문제가 오고 있다고 경고하지 않아 비난을 받아왔다,라나와 그녀의 가족은 브랜든에게 경고했다.,contradiction
